"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Botswana","2023","Fruit, edible; apples, fresh","Export","1437.877","1114","Weight in kilograms","1100"
"Botswana","2023","Fruit, edible; apples, fresh","Import","7937872.307","11623028","Weight in kilograms","4065141.5"
"Botswana","2023","Fruit, edible; pears, fresh","Export","543.952","374","Weight in kilograms","369.5"
"Botswana","2023","Fruit, edible; pears, fresh","Import","1742542.97","2366415.5","Weight in kilograms","686159.4"
"Botswana","2023","Fruit, edible; quinces, fresh","Import","145.656","191.5","Weight in kilograms","86"
"Botswana","2023","Fruit, edible; apricots, fresh","Export","9.385","6.5","Weight in kilograms","6.5"
"Botswana","2023","Fruit, edible; apricots, fresh","Import","22629.695","11939.42","Weight in kilograms","7260"
"Botswana","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Import","28705.247","9776.26","Weight in kilograms","1941"
"Botswana","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Export","48.912","8.25","Weight in kilograms","8.25"
"Botswana","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","57190.201","19411.86","Weight in kilograms","8291.64"
"Botswana","2023","Fruit, edible; peaches, including nectarines, fresh","Export","193.318","70","Weight in kilograms","70"
"Botswana","2023","Fruit, edible; peaches, including nectarines, fresh","Import","860503.105","621483.8","Weight in kilograms","210732.2"
"Botswana","2023","Fruit, edible; plums and sloes, fresh","Export","554.226","130.35","Weight in kilograms","130.35"
"Botswana","2023","Fruit, edible; plums and sloes, fresh","Import","681260.3","752837.05","Weight in kilograms","202168.2"
"Botswana","2023","Fruit, edible; strawberries, fresh","Export","1483.131","212.9","Weight in kilograms","233.7"
"Botswana","2023","Fruit, edible; strawberries, fresh","Import","212264.18","96295.18","Weight in kilograms","44824.76"
"Botswana","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Export","198.623","62.35","Weight in kilograms","70.35"
"Botswana","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","256500.675","84923.86","Weight in kilograms","50705.1"
"Botswana","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Export","326.568","71.6","Weight in kilograms","83.1"
"Botswana","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Import","14173.164","5180.96","Weight in kilograms","1441"
"Botswana","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Export","89.605","19.12","Weight in kilograms","23.12"
"Botswana","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","129650.91","55113.79","Weight in kilograms","22928.32"
"Botswana","2023","Fruit, edible; kiwifruit, fresh","Export","777.706","210.32","Weight in kilograms","214.02"
"Botswana","2023","Fruit, edible; kiwifruit, fresh","Import","140044.695","49018.55","Weight in kilograms","19793.12"
"Botswana","2023","Fruit, edible; durians, fresh","Import","106.895","40","Weight in kilograms","4"
"Botswana","2023","Fruit, edible; persimmons, fresh","Import","30476.098","31190.5","Weight in kilograms","6616"
"Botswana","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","570.261","284","Weight in kilograms","149"
"Botswana","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","422073.919","374648.57","Weight in kilograms","314958.68"
"Botswana","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","4900.824","1466.41","Weight in kilograms","318"
"Botswana","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Export","189.873","38.63","Weight in kilograms","58.13"
"Botswana","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","41144.343","10272.58","Weight in kilograms","5944.24"
"Botswana","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","37.367","10","Weight in kilograms","16"
"Botswana","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","48938.543","14879.97","Weight in kilograms","10002.52"
"Botswana","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","4278.039","2048","Weight in kilograms","706"
"Botswana","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Export","65.626","9.5","Weight in kilograms","11"
"Botswana","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","24955.637","5933.79","Weight in kilograms","5759"
"Botswana","2023","Fruit, edible; apricots, dried","Export","6.616","","Weight in kilograms","1"
"Botswana","2023","Fruit, edible; apricots, dried","Import","24384.054","3889.92","Weight in kilograms","5199"
"Botswana","2023","Fruit, edible; prunes, dried","Import","85245.269","30155.12","Weight in kilograms","11202.94"
"Botswana","2023","Fruit, edible; apples, dried","Import","3988.719","495.84","Weight in kilograms","727"
"Botswana","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","3195.888","198.185","Weight in kilograms","199.185"
"Botswana","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","216030.333","52220.27","Weight in kilograms","53958.31"
"Botswana","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","1648.752","149.1","Weight in kilograms","160.1"
"Botswana","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","536307.883","227375.55","Weight in kilograms","92694.62"
"Botswana","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","47.293","6","Weight in kilograms","12"
"Brazil","2023","Nuts, edible; coconuts, desiccated","Export","280718","50232.663","Weight in kilograms","48668.663"
"Brazil","2023","Nuts, edible; coconuts, desiccated","Import","15957797","11579310","Weight in kilograms","11579310"
"Brazil","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Export","362211","475433","Weight in kilograms","475433"
"Brazil","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Export","188370","350687.755","Weight in kilograms","350637.755"
"Brazil","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Export","7006916","5677029.963","Weight in kilograms","5677029.963"
"Brazil","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Export","18165994","3278889.346","Weight in kilograms","3278108.346"
"Brazil","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","4357933","1593896","Weight in kilograms","1593896"
"Brazil","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Export","13278","613.094","Weight in kilograms","613.094"
"Brazil","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","68591506","12011867.62","Weight in kilograms","12010895.62"
"Brazil","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","3556099","1427084","Weight in kilograms","1427084"
"Brazil","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","50072","4796.491","Weight in kilograms","4797.491"
"Brazil","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","61337","42268","Weight in kilograms","42268"
"Brazil","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","56701","4448.572","Weight in kilograms","4366.572"
"Brazil","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","20900701","4645966","Weight in kilograms","4645966"
"Brazil","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","1030","153.896","Weight in kilograms","153.896"
"Brazil","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Import","139807","42000","Weight in kilograms","42000"
"Brazil","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Export","5001","352.964","Weight in kilograms","352.964"
"Brazil","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","73864055","7949430","Weight in kilograms","7949430"
"Brazil","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","65782","4149.505","Weight in kilograms","4145.505"
"Brazil","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","2961335","1159420","Weight in kilograms","1159420"
"Brazil","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","1909442","241038.69","Weight in kilograms","241025.69"
"Brazil","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","20910461","4608637","Weight in kilograms","4608637"
"Brazil","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Export","244706","13143","Weight in kilograms","13143"
"Brazil","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","2538843","447055","Weight in kilograms","447055"
"Brazil","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Export","22658","1790","Weight in kilograms","1790"
"Brazil","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","21279","5768","Weight in kilograms","5768"
"Brazil","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","6627","278.31","Weight in kilograms","278.31"
"Brazil","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","511735","65112","Weight in kilograms","65112"
"Brazil","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","20717","959.715","Weight in kilograms","959.715"
"Brazil","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","8246251","535950","Weight in kilograms","535950"
"Brazil","2023","Nuts, edible; macadamia, fresh or dried, in shell","Export","2338549","1205325","Weight in kilograms","1146509"
"Brazil","2023","Nuts, edible; macadamia, fresh or dried, shelled","Export","1471076","149926","Weight in kilograms","117996"
"Brazil","2023","Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled","Export","34425","4867","Weight in kilograms","4867"
"Brazil","2023","Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled","Import","42974","14440","Weight in kilograms","14440"
"Brazil","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Export","616","45.743","Weight in kilograms","45.743"
"Brazil","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Export","3405","530.558","Weight in kilograms","530.558"
"Brazil","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Export","3626","1240","Weight in kilograms","1240"
"Brazil","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","100630","3212","Weight in kilograms","3212"
"Brazil","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","1197492","263277.078","Weight in kilograms","263272.078"
"Brazil","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","23774","3711","Weight in kilograms","3711"
"Brazil","2023","Fruit, edible; plantains, fresh or dried","Export","243383","456793","Weight in kilograms","456844"
"Brazil","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","24911326","55804555","Weight in kilograms","55761853"
"Brazil","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","141967","52835","Weight in kilograms","52835"
"Brazil","2023","Fruit, edible; dates, fresh or dried","Export","10488","1184.551","Weight in kilograms","1185.551"
"Brazil","2023","Fruit, edible; dates, fresh or dried","Import","6407599","2861943","Weight in kilograms","2861943"
"Brazil","2023","Fruit, edible; figs, fresh or dried","Export","8604194","1819228.172","Weight in kilograms","1819339.172"
"Brazil","2023","Fruit, edible; figs, fresh or dried","Import","1657546","411418","Weight in kilograms","411418"
"Brazil","2023","Fruit, edible; pineapples, fresh or dried","Export","2212061","2827717.288","Weight in kilograms","2825478.288"
"Brazil","2023","Fruit, edible; pineapples, fresh or dried","Import","251616","263314","Weight in kilograms","263314"
"Brazil","2023","Fruit, edible; avocados, fresh or dried","Export","39024982","26164715.341","Weight in kilograms","26164657.341"
"Brazil","2023","Fruit, edible; avocados, fresh or dried","Import","486680","190063","Weight in kilograms","190063"
"Brazil","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","315689815","266575956","Weight in kilograms","266560511"
"Brazil","2023","Fruit, edible; oranges, fresh or dried","Export","1201160","2556284.513","Weight in kilograms","2583769.513"
"Brazil","2023","Fruit, edible; oranges, fresh or dried","Import","25950978","26982077","Weight in kilograms","26982077"
